t_over_L,d_mm,L_mm,N,lattice_type,band_mean_alpha,alpha_1000hz,C11,C12,C44,surrogate_method
0.147857,1.75,13.3333,5,SC,0.296175,0.158278,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,1.75,13.3333,5,SC,0.299129,0.158864,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,1.75,13.3333,5,SC,0.301671,0.159618,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,1.75,13.3333,5,SC,0.303825,0.160557,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,1.9286,13.3333,5,SC,0.171437,0.149622,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,1.9286,13.3333,5,SC,0.183201,0.152161,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,1.9286,13.3333,5,SC,0.193801,0.15407,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,1.9286,13.3333,5,SC,0.203267,0.155551,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,1.9286,13.3333,5,SC,0.211659,0.156753,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,1.9286,13.3333,5,SC,0.219055,0.157789,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,1.9286,13.3333,5,SC,0.225533,0.15874,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,1.9286,13.3333,5,SC,0.231171,0.15967,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,1.9286,13.3333,5,SC,0.236038,0.16063,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,1.9286,13.3333,5,SC,0.240194,0.161659,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,1.9286,13.3333,5,SC,0.243685,0.162789,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,1.9286,13.3333,5,SC,0.246545,0.164047,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,1.9286,13.3333,5,SC,0.248799,0.165459,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,1.9286,13.3333,5,SC,0.250458,0.167047,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,1.9286,13.3333,5,SC,0.251522,0.168832,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,2.1071,13.3333,5,SC,0.140315,0.142608,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,2.1071,13.3333,5,SC,0.148966,0.146192,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,2.1071,13.3333,5,SC,0.15687,0.149177,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,2.1071,13.3333,5,SC,0.164027,0.151727,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,2.1071,13.3333,5,SC,0.170446,0.15397,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,2.1071,13.3333,5,SC,0.176141,0.156009,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,2.1071,13.3333,5,SC,0.181129,0.157924,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,2.1071,13.3333,5,SC,0.185431,0.15978,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,2.1071,13.3333,5,SC,0.189068,0.161631,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,2.1071,13.3333,5,SC,0.192061,0.16352,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,2.1071,13.3333,5,SC,0.194427,0.165484,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,2.1071,13.3333,5,SC,0.196186,0.167556,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,2.1071,13.3333,5,SC,0.197353,0.169765,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,2.1071,13.3333,5,SC,0.197949,0.172136,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,2.1071,13.3333,5,SC,0.197995,0.174695,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,0.5,16.6667,5,SC,0.323476,0.483531,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,0.5,16.6667,5,SC,0.274418,0.38099,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,0.5,16.6667,5,SC,0.237731,0.343089,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,0.5,16.6667,5,SC,0.210164,0.31353,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,0.5,16.6667,5,SC,0.189098,0.277954,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,0.5,16.6667,5,SC,0.172633,0.244955,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,0.5,16.6667,5,SC,0.159475,0.217815,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,0.5,16.6667,5,SC,0.148761,0.195814,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,0.5,16.6667,5,SC,0.139904,0.177932,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,0.5,16.6667,5,SC,0.132496,0.163416,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,0.5,16.6667,5,SC,0.126246,0.151649,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,0.5,16.6667,5,SC,0.120939,0.142102,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,0.5,16.6667,5,SC,0.116416,0.134338,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,0.5,16.6667,5,SC,0.112552,0.12801,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,0.5,16.6667,5,SC,0.109252,0.122849,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,0.6786,16.6667,5,SC,0.464165,0.371707,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,0.6786,16.6667,5,SC,0.422445,0.422848,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,0.6786,16.6667,5,SC,0.387175,0.532712,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,0.6786,16.6667,5,SC,0.357497,0.611167,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,0.6786,16.6667,5,SC,0.332334,0.588867,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,0.6786,16.6667,5,SC,0.310812,0.51383,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,0.6786,16.6667,5,SC,0.292283,0.44256,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,0.6786,16.6667,5,SC,0.276265,0.390547,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,0.6786,16.6667,5,SC,0.262397,0.355793,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,0.6786,16.6667,5,SC,0.250393,0.333413,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,0.6786,16.6667,5,SC,0.240017,0.319251,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,0.6786,16.6667,5,SC,0.231068,0.310264,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,0.6786,16.6667,5,SC,0.223372,0.304339,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,0.6786,16.6667,5,SC,0.216777,0.300079,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,0.6786,16.6667,5,SC,0.211154,0.296617,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,0.8571,16.6667,5,SC,0.515976,0.590133,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,0.8571,16.6667,5,SC,0.50014,0.439099,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,0.8571,16.6667,5,SC,0.482053,0.363497,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,0.8571,16.6667,5,SC,0.460695,0.328437,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,0.8571,16.6667,5,SC,0.440145,0.317769,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,0.8571,16.6667,5,SC,0.421536,0.323842,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,0.8571,16.6667,5,SC,0.404982,0.34236,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,0.8571,16.6667,5,SC,0.390342,0.370046,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,0.8571,16.6667,5,SC,0.377421,0.403598,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,0.8571,16.6667,5,SC,0.366027,0.439422,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,0.8571,16.6667,5,SC,0.355989,0.473942,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,0.8571,16.6667,5,SC,0.347158,0.504198,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,0.8571,16.6667,5,SC,0.339403,0.528346,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,0.8571,16.6667,5,SC,0.332618,0.545775,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,0.8571,16.6667,5,SC,0.326706,0.556845,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,1.0357,16.6667,5,SC,0.467057,0.95175,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,1.0357,16.6667,5,SC,0.484308,0.915717,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,1.0357,16.6667,5,SC,0.496088,0.755741,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,1.0357,16.6667,5,SC,0.492503,0.610577,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,1.0357,16.6667,5,SC,0.484028,0.506568,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,1.0357,16.6667,5,SC,0.47554,0.435269,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,1.0357,16.6667,5,SC,0.468118,0.386138,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,1.0357,16.6667,5,SC,0.460619,0.351733,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,1.0357,16.6667,5,SC,0.452548,0.327246,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,1.0357,16.6667,5,SC,0.444395,0.309573,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,1.0357,16.6667,5,SC,0.436599,0.296658,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,1.0357,16.6667,5,SC,0.429374,0.2871,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,1.0357,16.6667,5,SC,0.422805,0.279923,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,1.0357,16.6667,5,SC,0.416906,0.274437,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,1.0357,16.6667,5,SC,0.411665,0.270155,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,1.2143,16.6667,5,SC,0.435921,0.462664,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,1.2143,16.6667,5,SC,0.439324,0.634191,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,1.2143,16.6667,5,SC,0.439917,0.806353,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,1.2143,16.6667,5,SC,0.441209,0.924832,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,1.2143,16.6667,5,SC,0.445681,0.959372,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,1.2143,16.6667,5,SC,0.453744,0.925996,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,1.2143,16.6667,5,SC,0.461586,0.859908,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,1.2143,16.6667,5,SC,0.465484,0.787572,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,1.2143,16.6667,5,SC,0.465678,0.721711,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,1.2143,16.6667,5,SC,0.463702,0.666393,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,1.2143,16.6667,5,SC,0.460678,0.621793,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,1.2143,16.6667,5,SC,0.457237,0.586753,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,1.2143,16.6667,5,SC,0.453716,0.559868,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,1.2143,16.6667,5,SC,0.450291,0.539885,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,1.2143,16.6667,5,SC,0.44705,0.52581,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,1.3929,16.6667,5,SC,0.383721,0.235727,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,1.3929,16.6667,5,SC,0.403994,0.289349,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,1.3929,16.6667,5,SC,0.413539,0.354378,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,1.3929,16.6667,5,SC,0.417665,0.429779,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,1.3929,16.6667,5,SC,0.419044,0.512616,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,1.3929,16.6667,5,SC,0.419044,0.598137,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,1.3929,16.6667,5,SC,0.4184,0.6806,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,1.3929,16.6667,5,SC,0.417519,0.75465,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,1.3929,16.6667,5,SC,0.416618,0.816635,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,1.3929,16.6667,5,SC,0.415789,0.865218,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,1.3929,16.6667,5,SC,0.415043,0.901138,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,1.3929,16.6667,5,SC,0.414338,0.926432,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,1.3929,16.6667,5,SC,0.413606,0.943586,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,1.3929,16.6667,5,SC,0.412779,0.954909,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,1.3929,16.6667,5,SC,0.411805,0.962186,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,1.5714,16.6667,5,SC,0.300168,0.158965,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,1.5714,16.6667,5,SC,0.32745,0.177562,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,1.5714,16.6667,5,SC,0.352654,0.198421,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,1.5714,16.6667,5,SC,0.371169,0.221302,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,1.5714,16.6667,5,SC,0.383208,0.245763,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,1.5714,16.6667,5,SC,0.390733,0.271191,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,1.5714,16.6667,5,SC,0.395383,0.296836,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,1.5714,16.6667,5,SC,0.398219,0.321871,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,1.5714,16.6667,5,SC,0.399901,0.34545,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,1.5714,16.6667,5,SC,0.400843,0.366773,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,1.5714,16.6667,5,SC,0.401309,0.385138,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,1.5714,16.6667,5,SC,0.401474,0.39998,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,1.5714,16.6667,5,SC,0.401452,0.410896,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,1.5714,16.6667,5,SC,0.401323,0.417648,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,1.5714,16.6667,5,SC,0.401141,0.420158,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,1.75,16.6667,5,SC,0.253768,0.126555,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,1.75,16.6667,5,SC,0.266036,0.134429,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,1.75,16.6667,5,SC,0.278585,0.142604,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,1.75,16.6667,5,SC,0.291823,0.150982,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,1.75,16.6667,5,SC,0.305486,0.159401,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,1.75,16.6667,5,SC,0.318735,0.167661,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,1.75,16.6667,5,SC,0.33062,0.175546,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,1.75,16.6667,5,SC,0.340568,0.182835,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,1.75,16.6667,5,SC,0.348486,0.189321,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,1.75,16.6667,5,SC,0.354577,0.194825,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,1.75,16.6667,5,SC,0.359142,0.199201,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,1.75,16.6667,5,SC,0.362465,0.202347,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,1.75,16.6667,5,SC,0.364776,0.204209,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,1.75,16.6667,5,SC,0.366237,0.204778,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,1.75,16.6667,5,SC,0.366951,0.204094,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,1.9286,16.6667,5,SC,0.226723,0.110076,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,1.9286,16.6667,5,SC,0.235569,0.114076,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,1.9286,16.6667,5,SC,0.243246,0.117921,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,1.9286,16.6667,5,SC,0.250103,0.121608,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,1.9286,16.6667,5,SC,0.256366,0.125102,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,1.9286,16.6667,5,SC,0.262154,0.128348,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,1.9286,16.6667,5,SC,0.267509,0.131286,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,1.9286,16.6667,5,SC,0.27241,0.133858,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,1.9286,16.6667,5,SC,0.276804,0.136013,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,1.9286,16.6667,5,SC,0.280626,0.13771,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,1.9286,16.6667,5,SC,0.283819,0.138926,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,1.9286,16.6667,5,SC,0.286348,0.139651,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,1.9286,16.6667,5,SC,0.288207,0.13989,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,1.9286,16.6667,5,SC,0.289422,0.139665,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,1.9286,16.6667,5,SC,0.290048,0.139008,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,2.1071,16.6667,5,SC,0.205119,0.100363,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,2.1071,16.6667,5,SC,0.213271,0.102851,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,2.1071,16.6667,5,SC,0.220171,0.105064,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,2.1071,16.6667,5,SC,0.226082,0.107048,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,2.1071,16.6667,5,SC,0.231202,0.10882,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,2.1071,16.6667,5,SC,0.235675,0.110383,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,2.1071,16.6667,5,SC,0.239608,0.111732,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,2.1071,16.6667,5,SC,0.243078,0.11286,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,2.1071,16.6667,5,SC,0.246143,0.113763,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,2.1071,16.6667,5,SC,0.248852,0.114439,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,2.1071,16.6667,5,SC,0.251245,0.114893,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,2.1071,16.6667,5,SC,0.253361,0.115133,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,2.1071,16.6667,5,SC,0.255238,0.115174,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,2.1071,16.6667,5,SC,0.256917,0.115036,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,2.1071,16.6667,5,SC,0.258439,0.114741,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,2.2857,16.6667,5,SC,0.185968,0.093861,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,2.2857,16.6667,5,SC,0.193809,0.095776,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,2.2857,16.6667,5,SC,0.200537,0.097392,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,2.2857,16.6667,5,SC,0.20636,0.098771,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,2.2857,16.6667,5,SC,0.211439,0.099951,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,2.2857,16.6667,5,SC,0.215904,0.10096,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,2.2857,16.6667,5,SC,0.21986,0.101813,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,2.2857,16.6667,5,SC,0.223389,0.102524,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,2.2857,16.6667,5,SC,0.226562,0.103105,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,2.2857,16.6667,5,SC,0.229435,0.103567,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,2.2857,16.6667,5,SC,0.232058,0.103922,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,2.2857,16.6667,5,SC,0.234475,0.104185,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,2.2857,16.6667,5,SC,0.236721,0.10437,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,2.2857,16.6667,5,SC,0.238832,0.104495,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,2.2857,16.6667,5,SC,0.240836,0.104578,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,2.4643,16.6667,5,SC,0.168519,0.088987,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,2.4643,16.6667,5,SC,0.176006,0.090738,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,2.4643,16.6667,5,SC,0.182545,0.092194,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,2.4643,16.6667,5,SC,0.188295,0.093422,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,2.4643,16.6667,5,SC,0.193384,0.094468,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
0.083571,2.4643,16.6667,5,SC,0.197917,0.095367,0.1730383892289127,0.0326253053024461,0.0327699652934809,GPR
0.094286,2.4643,16.6667,5,SC,0.201984,0.096145,0.1954697303026674,0.0378247459614652,0.0374406540757777,GPR
0.105,2.4643,16.6667,5,SC,0.205656,0.096824,0.218338456582856,0.0433560907810373,0.0423157014338971,GPR
0.115714,2.4643,16.6667,5,SC,0.208995,0.097421,0.2416771621073271,0.0492434037935011,0.0474146302078575,GPR
0.126429,2.4643,16.6667,5,SC,0.212051,0.097953,0.2655195274429045,0.0555127379871405,0.0527585182943906,GPR
0.137143,2.4643,16.6667,5,SC,0.214869,0.098436,0.2898929889554009,0.0621896940324536,0.0583679749887721,GPR
0.147857,2.4643,16.6667,5,SC,0.217484,0.098884,0.3148316088633973,0.0693023202596536,0.0642656499918911,GPR
0.158571,2.4643,16.6667,5,SC,0.219927,0.099314,0.3403667345946098,0.0768781438068387,0.0704737443187441,GPR
0.169286,2.4643,16.6667,5,SC,0.222224,0.099741,0.3665311724803841,0.0849447992251045,0.077014574771215,GPR
0.18,2.4643,16.6667,5,SC,0.224396,0.100181,0.3933488582912199,0.0935262224977547,0.0839075324330423,GPR
0.03,2.6429,16.6667,5,SC,0.15253,0.084973,0.0665301360208154,0.0109701336217035,0.011967370308351,GPR
0.040714,2.6429,16.6667,5,SC,0.15956,0.086737,0.0871591469673739,0.0147691118431046,0.0158255560173288,GPR
0.051429,2.6429,16.6667,5,SC,0.165795,0.088225,0.1081048454087395,0.0188236042560309,0.0198265841754177,GPR
0.062143,2.6429,16.6667,5,SC,0.17135,0.089497,0.1293833589694963,0.023142101375831,0.0239770167693537,GPR
0.072857,2.6429,16.6667,5,SC,0.176324,0.090604,0.151019443555247,0.0277374565718414,0.0282872599342008,GPR
