t_over_L,d_mm,L_mm,N,lattice_type,band_mean_alpha,alpha_1000hz,C11,C12,C44,surrogate_method
0.051429,2.2857,33.3333,10,FCC,0.243996,0.692841,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,2.2857,33.3333,10,FCC,0.213225,0.263026,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,2.2857,33.3333,10,FCC,0.19203,0.512976,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,2.2857,33.3333,10,FCC,0.175067,0.251334,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,2.2857,33.3333,10,FCC,0.160206,0.33302,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,2.2857,33.3333,10,FCC,0.145766,0.203852,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,2.2857,33.3333,10,FCC,0.12992,0.159805,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,2.2857,33.3333,10,FCC,0.114688,0.090227,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,2.2857,33.3333,10,FCC,0.103702,0.055855,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,2.2857,33.3333,10,FCC,0.095614,0.041988,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,2.2857,33.3333,10,FCC,0.088988,0.034457,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,2.2857,33.3333,10,FCC,0.083093,0.029588,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,2.2857,33.3333,10,FCC,0.077429,0.026115,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,2.4643,33.3333,10,FCC,0.350789,0.671861,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,2.4643,33.3333,10,FCC,0.315666,0.376011,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,2.4643,33.3333,10,FCC,0.280087,0.287224,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,2.4643,33.3333,10,FCC,0.242039,0.733185,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,2.4643,33.3333,10,FCC,0.214772,0.266728,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,2.4643,33.3333,10,FCC,0.195652,0.399945,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,2.4643,33.3333,10,FCC,0.18035,0.352212,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,2.4643,33.3333,10,FCC,0.167147,0.252515,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,2.4643,33.3333,10,FCC,0.155013,0.304792,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,2.4643,33.3333,10,FCC,0.142831,0.200857,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,2.4643,33.3333,10,FCC,0.129299,0.16288,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,2.4643,33.3333,10,FCC,0.115753,0.098495,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,2.4643,33.3333,10,FCC,0.10546,0.060144,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,2.4643,33.3333,10,FCC,0.097877,0.044452,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,2.4643,33.3333,10,FCC,0.09177,0.036201,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,2.6429,33.3333,10,FCC,0.367115,0.254402,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,2.6429,33.3333,10,FCC,0.335397,0.959387,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,2.6429,33.3333,10,FCC,0.306067,0.30797,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,2.6429,33.3333,10,FCC,0.27574,0.277909,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,2.6429,33.3333,10,FCC,0.242727,0.771798,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,2.6429,33.3333,10,FCC,0.217516,0.307368,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,2.6429,33.3333,10,FCC,0.199712,0.272557,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,2.6429,33.3333,10,FCC,0.185561,0.546056,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,2.6429,33.3333,10,FCC,0.17347,0.258594,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,2.6429,33.3333,10,FCC,0.162638,0.279254,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,2.6429,33.3333,10,FCC,0.152445,0.292242,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,2.6429,33.3333,10,FCC,0.142138,0.196697,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,2.6429,33.3333,10,FCC,0.130724,0.181308,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,2.6429,33.3333,10,FCC,0.118519,0.115694,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,2.6429,33.3333,10,FCC,0.108351,0.070139,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,2.8214,33.3333,10,FCC,0.380399,0.218652,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,2.8214,33.3333,10,FCC,0.351273,0.343597,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,2.8214,33.3333,10,FCC,0.324787,0.902263,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,2.8214,33.3333,10,FCC,0.299874,0.283058,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,2.8214,33.3333,10,FCC,0.27403,0.255268,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,2.8214,33.3333,10,FCC,0.245275,0.697532,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,2.8214,33.3333,10,FCC,0.221258,0.415401,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,2.8214,33.3333,10,FCC,0.204138,0.231944,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,2.8214,33.3333,10,FCC,0.190728,0.385049,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,2.8214,33.3333,10,FCC,0.179393,0.467903,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,2.8214,33.3333,10,FCC,0.169376,0.230816,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,2.8214,33.3333,10,FCC,0.160214,0.286681,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,2.8214,33.3333,10,FCC,0.15151,0.31016,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,2.8214,33.3333,10,FCC,0.142769,0.192465,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,2.8214,33.3333,10,FCC,0.13328,0.207902,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,3.0,33.3333,10,FCC,0.39099,0.31775,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,3.0,33.3333,10,FCC,0.364372,0.205559,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,3.0,33.3333,10,FCC,0.339854,0.452481,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,3.0,33.3333,10,FCC,0.317317,0.815894,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,3.0,33.3333,10,FCC,0.295908,0.27726,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,3.0,33.3333,10,FCC,0.273867,0.230799,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,3.0,33.3333,10,FCC,0.249092,0.516333,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,3.0,33.3333,10,FCC,0.225982,0.634401,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,3.0,33.3333,10,FCC,0.208972,0.261794,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,3.0,33.3333,10,FCC,0.195918,0.239975,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,3.0,33.3333,10,FCC,0.185059,0.49474,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,3.0,33.3333,10,FCC,0.175573,0.409782,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,3.0,33.3333,10,FCC,0.167021,0.220883,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,3.0,33.3333,10,FCC,0.15911,0.269431,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,3.0,33.3333,10,FCC,0.151577,0.352817,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,0.5,36.6667,10,FCC,0.01356,0.014058,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,0.5,36.6667,10,FCC,0.010356,0.010841,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,0.5,36.6667,10,FCC,0.008382,0.008823,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,0.5,36.6667,10,FCC,0.007042,0.007438,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,0.5,36.6667,10,FCC,0.006073,0.006429,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,0.5,36.6667,10,FCC,0.005338,0.005661,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,0.5,36.6667,10,FCC,0.004762,0.005057,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,0.5,36.6667,10,FCC,0.004299,0.004569,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,0.5,36.6667,10,FCC,0.003917,0.004168,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,0.5,36.6667,10,FCC,0.003598,0.003831,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,0.5,36.6667,10,FCC,0.003327,0.003544,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,0.5,36.6667,10,FCC,0.003094,0.003298,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,0.5,36.6667,10,FCC,0.002892,0.003083,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,0.5,36.6667,10,FCC,0.002714,0.002895,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,0.5,36.6667,10,FCC,0.002557,0.002728,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,0.6786,36.6667,10,FCC,0.019073,0.018219,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,0.6786,36.6667,10,FCC,0.014228,0.014113,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,0.6786,36.6667,10,FCC,0.011411,0.011524,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,0.6786,36.6667,10,FCC,0.009544,0.00974,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,0.6786,36.6667,10,FCC,0.00821,0.008435,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,0.6786,36.6667,10,FCC,0.007206,0.007439,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,0.6786,36.6667,10,FCC,0.006423,0.006654,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,0.6786,36.6667,10,FCC,0.005794,0.006019,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,0.6786,36.6667,10,FCC,0.005278,0.005494,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,0.6786,36.6667,10,FCC,0.004846,0.005054,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,0.6786,36.6667,10,FCC,0.00448,0.004679,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,0.6786,36.6667,10,FCC,0.004166,0.004356,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,0.6786,36.6667,10,FCC,0.003893,0.004075,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,0.6786,36.6667,10,FCC,0.003653,0.003827,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,0.6786,36.6667,10,FCC,0.003441,0.003608,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,0.8571,36.6667,10,FCC,0.029594,0.022868,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,0.8571,36.6667,10,FCC,0.020077,0.017628,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,0.8571,36.6667,10,FCC,0.015297,0.014369,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,0.8571,36.6667,10,FCC,0.012495,0.012137,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,0.8571,36.6667,10,FCC,0.010614,0.010509,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,0.8571,36.6667,10,FCC,0.009246,0.009268,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,0.8571,36.6667,10,FCC,0.0082,0.00829,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,0.8571,36.6667,10,FCC,0.007372,0.0075,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,0.8571,36.6667,10,FCC,0.006698,0.006847,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,0.8571,36.6667,10,FCC,0.006138,0.006299,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,0.8571,36.6667,10,FCC,0.005666,0.005833,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,0.8571,36.6667,10,FCC,0.005262,0.005431,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,0.8571,36.6667,10,FCC,0.004912,0.005081,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,0.8571,36.6667,10,FCC,0.004606,0.004773,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,0.8571,36.6667,10,FCC,0.004336,0.0045,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,1.0357,36.6667,10,FCC,0.048764,0.02877,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,1.0357,36.6667,10,FCC,0.032519,0.021775,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,1.0357,36.6667,10,FCC,0.023026,0.017602,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,1.0357,36.6667,10,FCC,0.017403,0.014799,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,1.0357,36.6667,10,FCC,0.014055,0.012779,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,1.0357,36.6667,10,FCC,0.011913,0.01125,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,1.0357,36.6667,10,FCC,0.010399,0.010051,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,1.0357,36.6667,10,FCC,0.009254,0.009084,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,1.0357,36.6667,10,FCC,0.00835,0.008288,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,1.0357,36.6667,10,FCC,0.007614,0.007621,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,1.0357,36.6667,10,FCC,0.007001,0.007054,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,1.0357,36.6667,10,FCC,0.006483,0.006566,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,1.0357,36.6667,10,FCC,0.006037,0.006141,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,1.0357,36.6667,10,FCC,0.00565,0.005768,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,1.0357,36.6667,10,FCC,0.005311,0.005438,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,1.2143,36.6667,10,FCC,0.073704,0.037464,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,1.2143,36.6667,10,FCC,0.051789,0.027122,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,1.2143,36.6667,10,FCC,0.037256,0.021505,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,1.2143,36.6667,10,FCC,0.027806,0.017895,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,1.2143,36.6667,10,FCC,0.021308,0.015355,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,1.2143,36.6667,10,FCC,0.016891,0.013461,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,1.2143,36.6667,10,FCC,0.013935,0.011991,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,1.2143,36.6667,10,FCC,0.011953,0.010814,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,1.2143,36.6667,10,FCC,0.010548,0.009851,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,1.2143,36.6667,10,FCC,0.009483,0.009046,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,1.2143,36.6667,10,FCC,0.008635,0.008364,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,1.2143,36.6667,10,FCC,0.007939,0.007779,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,1.2143,36.6667,10,FCC,0.007354,0.00727,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,1.2143,36.6667,10,FCC,0.006854,0.006825,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,1.2143,36.6667,10,FCC,0.006421,0.006431,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,1.3929,36.6667,10,FCC,0.102751,0.054323,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,1.3929,36.6667,10,FCC,0.07529,0.03501,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,1.3929,36.6667,10,FCC,0.056424,0.026635,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,1.3929,36.6667,10,FCC,0.043496,0.021715,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,1.3929,36.6667,10,FCC,0.033792,0.01841,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,1.3929,36.6667,10,FCC,0.026846,0.016015,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,1.3929,36.6667,10,FCC,0.021532,0.014189,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,1.3929,36.6667,10,FCC,0.017615,0.012747,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,1.3929,36.6667,10,FCC,0.0147,0.011577,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,1.3929,36.6667,10,FCC,0.012589,0.010607,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,1.3929,36.6667,10,FCC,0.011072,0.009789,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,1.3929,36.6667,10,FCC,0.00995,0.00909,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,1.3929,36.6667,10,FCC,0.009078,0.008486,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,1.3929,36.6667,10,FCC,0.008371,0.007957,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,1.3929,36.6667,10,FCC,0.00778,0.007491,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,1.5714,36.6667,10,FCC,0.132423,0.121563,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,1.5714,36.6667,10,FCC,0.101442,0.050035,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,1.5714,36.6667,10,FCC,0.080032,0.03436,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,1.5714,36.6667,10,FCC,0.061943,0.026862,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,1.5714,36.6667,10,FCC,0.05055,0.022271,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,1.5714,36.6667,10,FCC,0.040858,0.01911,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,1.5714,36.6667,10,FCC,0.033249,0.016777,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,1.5714,36.6667,10,FCC,0.027649,0.014975,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,1.5714,36.6667,10,FCC,0.022894,0.013534,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,1.5714,36.6667,10,FCC,0.019218,0.012354,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,1.5714,36.6667,10,FCC,0.016295,0.011369,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,1.5714,36.6667,10,FCC,0.013974,0.010532,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,1.5714,36.6667,10,FCC,0.012185,0.009812,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,1.5714,36.6667,10,FCC,0.010822,0.009186,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,1.5714,36.6667,10,FCC,0.009788,0.008636,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,1.75,36.6667,10,FCC,0.168725,0.270511,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,1.75,36.6667,10,FCC,0.127749,0.106576,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,1.75,36.6667,10,FCC,0.103,0.049525,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,1.75,36.6667,10,FCC,0.085912,0.034893,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,1.75,36.6667,10,FCC,0.069209,0.027646,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,1.75,36.6667,10,FCC,0.057095,0.023135,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,1.75,36.6667,10,FCC,0.0487,0.019994,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,1.75,36.6667,10,FCC,0.040923,0.017655,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,1.75,36.6667,10,FCC,0.0342,0.015834,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,1.75,36.6667,10,FCC,0.029322,0.01437,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,1.75,36.6667,10,FCC,0.025173,0.013164,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,1.75,36.6667,10,FCC,0.021465,0.012151,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,1.75,36.6667,10,FCC,0.018532,0.011288,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,1.75,36.6667,10,FCC,0.016117,0.010542,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,1.75,36.6667,10,FCC,0.014063,0.00989,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,1.9286,36.6667,10,FCC,0.195192,0.317698,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,1.9286,36.6667,10,FCC,0.161842,0.234921,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,1.9286,36.6667,10,FCC,0.127842,0.110515,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,1.9286,36.6667,10,FCC,0.106046,0.05181,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,1.9286,36.6667,10,FCC,0.091557,0.036479,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,1.9286,36.6667,10,FCC,0.078151,0.028973,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,1.9286,36.6667,10,FCC,0.064742,0.024321,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,1.9286,36.6667,10,FCC,0.055523,0.021084,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,1.9286,36.6667,10,FCC,0.048798,0.018672,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,1.9286,36.6667,10,FCC,0.042515,0.016791,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,1.9286,36.6667,10,FCC,0.036307,0.015276,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,1.9286,36.6667,10,FCC,0.031484,0.014025,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,1.9286,36.6667,10,FCC,0.027802,0.012972,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,1.9286,36.6667,10,FCC,0.024472,0.012072,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,1.9286,36.6667,10,FCC,0.021325,0.011293,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,2.1071,36.6667,10,FCC,0.218879,0.336387,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,2.1071,36.6667,10,FCC,0.186511,0.269588,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,2.1071,36.6667,10,FCC,0.15971,0.228855,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,2.1071,36.6667,10,FCC,0.130884,0.128919,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,2.1071,36.6667,10,FCC,0.110113,0.057464,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,2.1071,36.6667,10,FCC,0.096879,0.039307,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,2.1071,36.6667,10,FCC,0.085961,0.030945,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
